Date,Influent Ammonia (mg/L),Influent Nitrate (mg/L),Influent Organic Nitrogen (mg/L),Total Phosphorus (mg/L),Influent Flow (Million Gallons),Effluent Ammonia (mg/L),Effluent Nitrate (mg/L),Effluent Organic Nitrogen (mg/L) ,Effluent Total Phosphorus (mg/L),Effluent Flow (MGD),Effluent Flow (m3/day),Nitrate loading (kg/d),TP loading (kg/d)
1/14/15,,,,,24.76,,,,,27.57,104363.8033,0,#VALUE!
1/15/15,21.10,,,,25.63,<0.12,14.10,,,28.97,109663.3798,1546.253656,#VALUE!
1/16/15,,,,,25.22,,,,,28.80,109019.8598,0,#VALUE!
1/17/15,,,,,26.49,,,,,30.51,115492.914,0,#VALUE!
1/18/15,,,,,23.85,,,,,27.78,105158.7398,0,#VALUE!
1/19/15,,,,,24.02,,,,,27.93,105726.5516,0,#VALUE!
1/20/15,11.00,0.729,,16.70,23.30,<0.12,14.90,,12.90,29.16,110382.6081,1644.700861,1423.935644
1/21/15,,,,,22.73,,,,,26.66,100919.0786,0,#VALUE!
1/22/15,14.80,,,,22.83,<0.12,12.70,,,26.80,101449.0362,1288.40276,#VALUE!
1/23/15,,,,,22.79,,,,,26.74,101221.9115,0,#VALUE!
1/24/15,,,,,22.19,,,,,25.96,98269.29033,0,#VALUE!
1/25/15,,,,,22.72,,,,,26.40,99934.87152,0,#VALUE!
1/26/15,,,,,21.91,,,,,25.37,96035.89737,0,#VALUE!
1/27/15,18.90,1.09,,20.20,21.57,<0.12,25.00,,15.40,25.09,94975.98206,2374.399552,1462.630124
1/28/15,,,,,22.42,,,,,25.62,96982.25032,0,#VALUE!
1/29/15,18.70,,13.50,,20.82,<0.12,17.40,,,24.80,93878.21264,1633.4809,#VALUE!
1/30/15,,,,,21.06,,,,,24.47,92629.02675,0,#VALUE!
1/31/15,,,,,22.44,,,,,25.88,97966.45738,0,#VALUE!
2/1/15,,,,,28.54,,,,,32.07,121398.1564,0,#VALUE!
2/2/15,,,,,23.26,,,,,26.26,99404.91387,0,#VALUE!
2/3/15,19.30,1.08,13.30,19.60,24.52,<0.12,16.20,3.24,13.90,27.78,105158.7398,1703.571585,1461.706483
2/4/15,,,,,23.15,,,,,26.41,99972.72564,0,#VALUE!
2/5/15,16.60,,,,22.80,<0.12,17.80,,,25.36,95998.04325,1708.76517,#VALUE!
2/6/15,,,,,23.80,,,,,27.44,103871.6998,0,#VALUE!
2/7/15,,,,,25.72,,,,,29.96,113410.9375,0,#VALUE!
2/8/15,,,,,25.06,,,,,29.44,111442.5234,0,#VALUE!
2/9/15,,,,,23.49,,,,,27.45,103909.5539,0,#VALUE!
2/10/15,15.40,1.3,,17.60,23.61,<0.12,12.60,,13.40,27.40,103720.2833,1306.87557,1389.851796
2/11/15,,,,,22.94,,,,,26.66,100919.0786,0,#VALUE!
2/12/15,19.10,,,,22.45,<0.12,15.40,,,25.70,97285.08326,1498.190282,#VALUE!
2/13/15,,,,,23.04,,,,,26.20,99177.78916,0,#VALUE!
2/14/15,,,,,22.56,,,,,25.70,97285.08326,0,#VALUE!
2/15/15,,,,,22.80,,,,,24.93,94370.31617,0,#VALUE!
2/16/15,,,,,22.89,,,,,25.42,96225.16796,0,#VALUE!
2/17/15,20.10,0.929,,19.60,21.66,<0.12,15.80,,14.40,24.55,92931.85969,1468.323383,1338.21878
2/18/15,,,,,21.51,,,,,24.26,91834.09027,0,#VALUE!
2/19/15,22.20,,,,21.69,<0.12,16.70,,,23.93,90584.90437,1512.767903,#VALUE!
2/20/15,,,,,22.30,,,,,24.00,90849.8832,0,#VALUE!
2/21/15,,,,,21.69,,,,,25.45,96338.73031,0,#VALUE!
2/22/15,,,,,22.27,,,,,25.14,95165.25265,0,#VALUE!
2/23/15,,,,,21.16,,,,,23.17,87707.99141,0,#VALUE!
2/24/15,25.30,0.769,,17.20,22.24,<0.12,24.90,,13.60,25.01,94673.14912,2357.361413,1287.554828
2/25/15,,,,,22.07,,,,,24.80,93878.21264,0,#VALUE!
2/26/15,30.00,,17.40,,21.18,<0.12,26.10,,,23.85,90282.07143,2356.362064,#VALUE!
2/27/15,,,,,21.31,,,,,23.73,89827.82201,0,#VALUE!
2/28/15,,,,,23.87,,,,,25.99,98382.85268,0,#VALUE!
3/1/15,,,,,23.25,,,,,26.23,99291.35151,0,#VALUE!
3/2/15,,,,,23.25,,,,,26.32,99632.03858,0,#VALUE!
3/3/15,27.50,0.898,16.30,15.00,25.74,1.58,30.50,4.42,13.30,30.14,114092.3117,3479.815505,1517.427745
3/4/15,,,,,22.13,,,,,24.98,94559.58676,0,#VALUE!
3/5/15,32.30,,,,21.41,<0.12,27.20,,,24.00,90849.8832,2471.116823,#VALUE!
3/6/15,,,,,22.10,,,,,24.86,94105.33735,0,#VALUE!
3/7/15,,,,,31.38,,,,,35.24,133397.9118,0,#VALUE!
3/8/15,,,,,32.45,,,,,36.50,138167.5307,0,#VALUE!
3/9/15,,,,,34.24,,,,,38.41,145397.6672,0,#VALUE!
3/10/15,20.50,0.867,,12.20,33.59,0.14,19.30,,9.20,38.38,145284.1049,2803.983224,1336.613765
3/11/15,,,,,30.93,,,,,36.21,137069.7613,0,#VALUE!
3/12/15,24.30,,,,28.89,<0.12,19.60,,,33.23,125789.2341,2465.468989,#VALUE!
3/13/15,,,,,32.32,,,,,36.79,139265.3001,0,#VALUE!
3/14/15,,,,,28.96,,,,,34.18,129385.3753,0,#VALUE!
3/15/15,,,,,28.51,,,,,33.49,126773.4412,0,#VALUE!
3/16/15,,,,,28.00,0.12,,,,33.06,125145.7141,0,#VALUE!
3/17/15,23.30,0.828,,16.10,27.05,<0.12,14.90,,10.60,31.64,119770.4294,1784.579397,1269.566551
3/18/15,,,,,25.86,,,,,30.05,113751.6246,0,#VALUE!
3/19/15,23.60,,,,27.47,<0.12,20.30,,,32.16,121738.8435,2471.298523,#VALUE!
3/20/15,,,,,26.37,,,,,31.73,120111.1164,0,#VALUE!
3/21/15,,,,,24.56,,,,,29.69,112388.8763,0,#VALUE!
3/22/15,,,,,24.35,,,,,28.45,107694.9657,0,#VALUE!
3/23/15,,,,,24.67,,,,,28.39,107467.841,0,#VALUE!
3/24/15,35.30,,,17.90,34.87,2.65,,,14.30,38.30,144981.2719,0,2073.232189
3/25/15,,,,,38.85,,,,,41.52,157170.2979,0,#VALUE!
3/26/15,17.40,,,,34.46,0.26,,,,39.79,150621.5355,0,#VALUE!
3/27/15,,,,,30.01,,,,,36.66,138773.1966,0,#VALUE!
3/28/15,,,,,28.96,,,,,32.41,122685.1964,0,#VALUE!
3/29/15,,,,,28.62,,,,,32.85,124350.7776,0,#VALUE!
3/30/15,,,,,26.82,,,,,30.25,114508.707,0,#VALUE!
3/31/15,19.40,0.857,,17.50,25.51,<0.12,12.60,,12.80,30.74,116363.5587,1466.18084,1489.453552
4/1/15,,,,,24.01,,,,,29.00,109776.9422,0,#VALUE!
4/2/15,14.30,,15.20,,24.85,<0.12,9.20,,,29.52,111745.3563,1028.057278,#VALUE!
4/3/15,,,,,24.86,,,,,29.74,112578.1469,0,#VALUE!
4/4/15,,,,,23.64,,,,,28.10,106370.0716,0,#VALUE!
4/5/15,,,,,22.46,,,,,26.95,102016.848,0,#VALUE!
4/6/15,,,,,23.94,,,,,28.74,108792.7351,0,#VALUE!
4/7/15,13.80,1.22,17.00,18.30,23.94,<0.12,7.79,3.15,12.70,26.91,101865.4315,793.5317117,1293.690981
4/8/15,,,,,27.41,,,,,32.56,123253.0082,0,#VALUE!
4/9/15,9.84,,,,37.50,<0.12,10.10,,,43.59,165006.1004,1666.561614,#VALUE!
4/10/15,,,,,26.35,,,,,31.77,120262.5329,0,#VALUE!
4/11/15,,,,,25.36,,,,,30.42,115152.227,0,#VALUE!
4/12/15,,,,,24.56,,,,,29.83,112918.834,0,#VALUE!
4/13/15,,,,,27.86,,,,,33.24,125827.0882,0,#VALUE!
4/14/15,20.60,0.733,,16.90,22.15,<0.12,9.54,,11.90,27.20,102963.201,982.2689372,1225.262091
4/15/15,,,,,23.47,,,,,28.42,107581.4034,0,#VALUE!
4/16/15,18.40,,,,23.38,<0.12,15.00,,,28.44,107657.1116,1614.856674,#VALUE!
4/17/15,,,,,23.51,,,,,28.66,108489.9022,0,#VALUE!
4/18/15,,,,,23.54,,,,,28.73,108754.881,0,#VALUE!
4/19/15,,,,,32.61,,,,,38.27,144867.7096,0,#VALUE!
4/20/15,,,,,25.67,,,,,30.75,116401.4129,0,#VALUE!
4/21/15,19.40,0.741,,16.00,22.62,<0.12,12.80,,12.30,28.12,106445.7798,1362.505982,1309.283092
4/22/15,,,,,21.97,,,,,26.31,99594.18446,0,#VALUE!
4/23/15,12.90,,,,22.36,<0.12,15.00,,,23.07,87329.45023,1309.941753,#VALUE!
4/24/15,,,,,23.29,,,,,24.46,92591.17263,0,#VALUE!
4/25/15,,,,,28.94,,,,,31.13,117839.8693,0,#VALUE!
4/26/15,,,,,22.36,,,,,24.69,93461.81734,0,#VALUE!
4/27/15,,,,,22.04,,,,,25.25,95581.64795,0,#VALUE!
4/28/15,9.82,0.832,,20.20,22.63,<0.12,11.90,,14.10,25.74,97436.49973,1159.494347,1373.854646
4/29/15,,,,,22.15,,,,,24.25,91796.23615,0,#VALUE!
4/30/15,10.90,,13.10,,22.08,0.40,11.20,,,24.50,92742.5891,1038.716998,#VALUE!
5/1/15,,,,,20.90,,,,,23.05,87253.74199,0,#VALUE!
5/2/15,,,,,20.96,,,,,23.41,88616.49024,0,#VALUE!
5/3/15,,,,,21.25,,,,,23.83,90206.36319,0,#VALUE!
5/4/15,,,,,22.41,,,,,25.23,95505.93971,0,#VALUE!
5/5/15,12.00,5.02,12.50,22.00,21.69,0.46,13.90,3.82,14.90,24.38,92288.33968,1282.807922,1375.096261
5/6/15,,,,,21.12,,,,,26.17,99064.22681,0,#VALUE!
5/7/15,17.80,,,,22.11,0.45,7.37,,,26.28,99480.6221,733.1721849,#VALUE!
5/8/15,,,,,37.46,,,,,37.58,142255.7754,0,#VALUE!
5/9/15,,,,,26.96,,,,,30.06,113789.4787,0,#VALUE!
5/10/15,,,,,30.87,,,,,33.66,127416.9612,0,#VALUE!
5/11/15,,,,,56.82,,,,,61.18,231591.4939,0,#VALUE!
5/12/15,15.60,0.349,,15.20,29.01,0.38,7.95,,7.82,32.97,124805.027,992.199965,975.9753115
5/13/15,,,,,24.06,,,,,29.53,111783.2105,0,#VALUE!
5/14/15,14.00,,,,29.40,0.36,11.80,,,32.73,123896.5282,1461.979033,#VALUE!
5/15/15,,,,,44.02,,,,,47.54,179958.477,0,#VALUE!
5/16/15,,,,,42.26,,,,,46.62,176475.8981,0,#VALUE!
5/17/15,,,,,33.56,,,,,38.43,145473.3755,0,#VALUE!
5/18/15,,,,,30.83,,,,,35.89,135858.4295,0,#VALUE!
5/19/15,11.80,0.679,,14.00,28.97,0.32,8.55,,7.38,32.68,123707.2576,1057.697053,912.9595613
5/20/15,,,,,30.10,,,,,35.01,132527.2671,0,#VALUE!
5/21/15,16.50,,,,27.97,0.31,12.80,,,32.70,123782.9659,1584.421963,#VALUE!
5/22/15,,,,,25.79,,,,,30.72,116287.8505,0,#VALUE!
5/23/15,,,,,24.00,,,,,28.69,108603.4645,0,#VALUE!
5/24/15,,,,,24.54,,,,,29.59,112010.3352,0,#VALUE!
5/25/15,,,,,23.90,,,,,28.80,109019.8598,0,#VALUE!
5/26/15,15.30,0.565,,17.70,29.12,0.31,8.63,,11.90,32.24,122041.6764,1053.219668,1452.29595
5/27/15,,,,,23.03,,,,,27.94,105764.4057,0,#VALUE!
5/28/15,20.80,,20.20,,22.76,0.27,9.16,,,28.62,108338.4857,992.3805292,#VALUE!
5/29/15,,,,,25.17,,,,,28.72,108717.0269,0,#VALUE!
5/30/15,,,,,54.14,,,,,61.26,231894.3269,0,#VALUE!
5/31/15,,,,,29.11,,,,,34.82,131808.0389,0,#VALUE!
6/1/15,,,,,28.13,,,,,33.31,126092.0671,0,#VALUE!
6/2/15,10.50,0.509,12.50,18.00,26.01,0.19,7.61,2.40,10.10,30.05,113751.6246,865.6498631,1148.891408
6/3/15,,,,,24.65,,,,,28.21,106786.4669,0,#VALUE!
6/4/15,11.80,,,,22.71,0.23,6.60,,,27.20,102963.201,679.5571263,#VALUE!
6/5/15,,,,,22.03,,,,,25.86,97890.74915,0,#VALUE!
6/6/15,,,,,20.92,,,,,24.27,91871.94439,0,#VALUE!
6/7/15,,,,,40.25,,,,,44.13,167050.2227,0,#VALUE!
6/8/15,,,,,41.87,,,,,47.49,179769.2064,0,#VALUE!
6/9/15,18.40,0.391,,15.30,26.67,0.20,7.72,,8.16,33.12,125372.8388,967.8783157,1023.042365
6/10/15,,,,,24.06,,,,,29.70,112426.7305,0,#VALUE!
6/11/15,14.90,,,,23.56,0.23,7.32,,,29.01,109814.7963,803.844309,#VALUE!
6/12/15,,,,,34.03,,,,,38.98,147555.352,0,#VALUE!
6/13/15,,,,,31.38,,,,,38.04,143997.0649,0,#VALUE!
6/14/15,,,,,26.98,,,,,33.08,125221.4223,0,#VALUE!
6/15/15,,,,,28.96,,,,,34.95,132300.1424,0,#VALUE!
6/16/15,10.40,0.308,,14.80,28.67,0.23,6.61,,11.80,34.13,129196.1047,853.9862523,1524.514036
6/17/15,,,,,27.71,,,,,34.29,129801.7706,0,#VALUE!
6/18/15,8.04,,,,35.66,0.19,7.66,,,40.94,154974.7591,1187.106655,#VALUE!
6/19/15,,,,,28.96,,,,,34.18,129385.3753,0,#VALUE!
6/20/15,,,,,29.47,,,,,35.12,132943.6624,0,#VALUE!
6/21/15,,,,,28.96,,,,,34.53,130710.2695,0,#VALUE!
6/22/15,,,,,26.77,,,,,32.13,121625.2811,0,#VALUE!
6/23/15,11.00,0.49,,15.00,22.64,0.27,9.40,,11.30,27.15,102773.9304,966.0749455,1161.345413
6/24/15,,,,,39.41,,,,,42.53,160993.5639,0,#VALUE!
6/25/15,5.13,,,,55.02,0.12,5.47,,,60.83,230266.5998,1259.558301,#VALUE!
6/26/15,,,,,64.44,,,,,69.38,262631.8707,0,#VALUE!
6/27/15,,,,,41.59,,,,,47.91,181359.0793,0,#VALUE!
6/28/15,,,,,40.85,,,,,46.29,175226.7122,0,#VALUE!
6/29/15,,,,,35.57,,,,,41.55,157283.8603,0,#VALUE!
6/30/15,7.96,0.504,,14.80,31.47,0.17,7.91,,9.29,37.46,141801.526,1121.650071,1317.336177
7/1/15,,,,,33.72,,,,,39.31,148804.5379,0,#VALUE!
7/2/15,12.90,,13.80,,26.42,0.28,9.19,,,32.93,124653.6106,1145.566681,#VALUE!
7/3/15,,,,,25.44,,,,,30.11,113978.7493,0,#VALUE!
7/4/15,,,,,24.08,,,,,28.29,107089.2998,0,#VALUE!
7/5/15,,,,,24.00,,,,,28.00,105991.5304,0,#VALUE!
7/6/15,,,,,28.00,,,,,31.93,120868.1988,0,#VALUE!
7/7/15,6.16,<0.3,7.43,10.30,42.10,0.36,10.90,2.53,9.88,48.89,185068.7829,2017.249734,1828.479575
7/8/15,,,,,69.01,,,,,74.77,283035.2403,0,#VALUE!
7/9/15,4.52,,,,57.36,0.22,4.07,,,63.25,239427.2964,974.4690961,#VALUE!
7/10/15,,,,,43.63,,,,,49.23,186355.8229,0,#VALUE!
7/11/15,,,,,52.76,,,,,57.24,216676.9714,0,#VALUE!
7/12/15,,,,,48.35,,,,,53.10,201005.3666,0,#VALUE!
7/13/15,,,,,48.34,,,,,53.41,202178.8442,0,#VALUE!
7/14/15,16.50,<0.3,,15.60,37.82,1.04,6.85,,9.73,43.38,164211.1639,1124.846473,1597.774625
7/15/15,,,,,29.27,,,,,34.30,129839.6247,0,#VALUE!
7/16/15,14.30,,,,30.38,0.55,14.00,,,36.69,138886.7589,1944.414625,#VALUE!
7/17/15,,,,,28.62,,,,,33.79,127909.0647,0,#VALUE!
7/18/15,,,,,28.03,,,,,32.81,124199.3612,0,#VALUE!
7/19/15,,,,,31.16,,,,,36.82,139378.8625,0,#VALUE!
7/20/15,,,,,27.45,,,,,31.80,120376.0952,0,#VALUE!
7/21/15,11.20,1.02,,17.40,24.35,0.29,14.80,,11.80,30.03,113675.9164,1682.403562,1341.375813
7/22/15,,,,,23.20,,,,,26.62,100767.6621,0,#VALUE!
7/23/15,10.70,,,,23.36,0.28,16.30,,,26.54,100464.8292,1637.576716,#VALUE!
7/24/15,,,,,22.14,,,,,25.47,96414.43855,0,#VALUE!
7/25/15,,,,,22.64,,,,,26.47,100199.8503,0,#VALUE!
7/26/15,,,,,22.96,,,,,26.49,100275.5586,0,#VALUE!
7/27/15,,,,,22.74,,,,,26.63,100805.5162,0,#VALUE!
7/28/15,10.20,1,,21.80,22.59,0.23,11.90,,14.00,26.58,100616.2456,1197.333323,1408.627439
7/29/15,,,,,21.86,,,,,25.98,98344.99856,0,#VALUE!
7/30/15,12.70,,21.30,,22.15,0.29,13.30,,,26.47,100199.8503,1332.65801,#VALUE!
7/31/15,,,,,21.35,,,,,25.72,97360.7915,0,#VALUE!
8/1/15,,,,,21.07,,,,,25.01,94673.14912,0,#VALUE!
8/2/15,,,,,20.80,,,,,24.89,94218.8997,0,#VALUE!
8/3/15,,,,,20.95,,,,,24.86,94105.33735,0,#VALUE!
8/4/15,13.30,1.24,16.50,26.00,20.90,0.27,10.50,3.49,14.30,24.41,92401.90204,970.2199714,1321.347199
8/5/15,,,,,22.95,,,,,25.18,95316.66912,0,#VALUE!
8/6/15,12.80,,,,22.76,0.28,10.40,,,27.98,105915.8222,1101.524551,#VALUE!
8/7/15,,,,,20.58,,,,,24.60,93121.13028,0,#VALUE!
8/8/15,,,,,19.86,,,,,23.76,89941.38437,0,#VALUE!
8/9/15,,,,,28.96,,,,,33.67,127454.8153,0,#VALUE!
8/10/15,,,,,22.17,,,,,26.59,100654.0998,0,#VALUE!
8/11/15,17.80,0.404,,25.00,19.71,0.27,9.26,,14.80,25.15,95203.10677,881.5807687,1409.00598
8/12/15,,,,,19.87,,,,,25.48,96452.29266,0,#VALUE!
8/13/15,18.30,,,,20.00,0.24,11.10,,,23.88,90395.63378,1003.391535,#VALUE!
8/14/15,,,,,19.82,,,,,24.22,91682.6738,0,#VALUE!
8/15/15,,,,,19.70,,,,,23.43,88692.19847,0,#VALUE!
8/16/15,,,,,19.25,,,,,22.53,85285.32785,0,#VALUE!
8/17/15,,,,,24.02,,,,,27.03,102319.681,0,#VALUE!
8/18/15,14.20,0.879,,23.30,28.52,0.36,9.78,,14.90,32.41,122685.1964,1199.861221,1828.009427
8/19/15,,,,,23.98,,,,,28.21,106786.4669,0,#VALUE!
8/20/15,17.00,,,,20.07,0.15,12.00,,,23.15,87632.28317,1051.587398,#VALUE!
8/21/15,,,,,19.80,,,,,22.74,86080.26433,0,#VALUE!
8/22/15,,,,,25.70,,,,,28.34,107278.5704,0,#VALUE!
8/23/15,,,,,21.00,,,,,24.45,92553.31851,0,#VALUE!
8/24/15,,,,,20.19,,,,,24.05,91039.15379,0,#VALUE!
8/25/15,15.40,0.804,,29.20,20.18,0.27,13.10,,19.30,23.41,88616.49024,1160.876022,1710.298262
8/26/15,,,,,19.63,,,,,22.68,85853.13962,0,#VALUE!
8/27/15,13.90,,23.50,,19.59,0.23,13.00,,,22.52,85247.47374,1108.217159,#VALUE!
8/28/15,,,,,20.68,,,,,23.80,90092.80084,0,#VALUE!
8/29/15,,,,,19.50,,,,,22.77,86193.82669,0,#VALUE!
8/30/15,,,,,19.07,,,,,22.16,83884.72549,0,#VALUE!
8/31/15,,,,,19.70,,,,,23.08,87367.30434,0,#VALUE!
9/1/15,23.80,0.573,16.40,37.40,20.94,0.29,14.40,4.40,25.50,24.65,93310.40087,1343.669773,2379.415222
9/2/15,,,,,20.35,,,,,23.91,90509.19614,0,#VALUE!
9/3/15,33.50,,,,21.18,0.31,13.70,,,24.68,93423.96322,1279.908296,#VALUE!
9/4/15,,,,,19.87,,,,,23.49,88919.32318,0,#VALUE!
9/5/15,,,,,19.72,,,,,22.99,87026.61728,0,#VALUE!
9/6/15,,,,,19.48,,,,,22.85,86496.65963,0,#VALUE!
9/7/15,,,,,20.54,,,,,24.06,91077.00791,0,#VALUE!
9/8/15,22.30,1.42,,29.30,28.08,0.49,15.90,,21.60,31.68,119921.8458,1906.757349,2590.31187
9/9/15,,,,,20.43,,,,,24.66,93348.25499,0,#VALUE!
9/10/15,14.90,,,,23.73,0.32,14.20,,,26.30,99556.33034,1413.699891,#VALUE!
9/11/15,,,,,27.31,,,,,32.06,121360.3023,0,#VALUE!
9/12/15,,,,,19.64,,,,,23.15,87632.28317,0,#VALUE!
9/13/15,,,,,18.96,,,,,22.35,84603.95373,0,#VALUE!
9/14/15,,,,,19.22,,,,,23.13,87556.57493,0,#VALUE!
9/15/15,14.80,1.55,,41.50,19.61,0.28,8.01,,23.80,23.27,88086.53259,705.573126,2096.459476
9/16/15,,,,,19.06,,,,,22.94,86837.34669,0,#VALUE!
9/17/15,30.50,,,,19.65,0.30,12.30,,,23.76,89941.38437,1106.279028,#VALUE!
9/18/15,,,,,23.65,,,,,28.13,106483.6339,0,#VALUE!
9/19/15,,,,,19.58,,,,,23.83,90206.36319,0,#VALUE!
9/20/15,,,,,19.29,,,,,22.95,86875.20081,0,#VALUE!
9/21/15,,,,,19.80,,,,,23.54,89108.59377,0,#VALUE!
9/22/15,13.50,1.19,,34.30,17.85,0.34,10.90,,22.50,21.80,82521.97724,899.4895519,1856.744488
9/23/15,,,,,18.04,,,,,22.00,83279.0596,0,#VALUE!
9/24/15,22.20,,,,18.71,0.31,10.80,,,22.48,85096.05726,919.0374185,#VALUE!
9/25/15,,,,,18.67,,,,,22.62,85626.01492,0,#VALUE!
9/26/15,,,,,19.00,,,,,22.74,86080.26433,0,#VALUE!
9/27/15,,,,,19.94,,,,,23.66,89562.84319,0,#VALUE!
9/28/15,,,,,21.00,,,,,24.94,94408.17029,0,#VALUE!
9/29/15,11.50,0.988,,35.30,20.03,0.29,9.36,,22.30,23.61,89373.5726,836.5366395,1993.030669
9/30/15,,,,,18.64,,,,,21.95,83089.78901,0,#VALUE!
10/1/15,9.09,,19.00,,18.85,0.32,8.73,,,22.16,83884.72549,732.3136535,#VALUE!
10/2/15,,,,,19.14,,,,,22.02,83354.76784,0,#VALUE!
10/3/15,,,,,19.36,,,,,22.32,84490.39138,0,#VALUE!
10/4/15,,,,,18.91,,,,,22.06,83506.18431,0,#VALUE!
10/5/15,,,,,18.61,,,,,22.02,83354.76784,0,#VALUE!
10/6/15,19.20,0.837,23.50,37.90,18.63,0.33,10.50,4.04,23.90,21.69,82105.58194,862.1086104,1962.323408
10/7/15,,,,,18.31,,,,,21.49,81348.49958,0,#VALUE!
10/8/15,29.50,,,,19.09,1.09,15.60,,,22.33,84528.24549,1318.64063,#VALUE!
10/9/15,,,,,17.72,,,,,20.82,78812.27368,0,#VALUE!
10/10/15,,,,,16.93,,,,,19.95,75518.96541,0,#VALUE!
10/11/15,,,,,18.44,,,,,21.53,81499.91605,0,#VALUE!
10/12/15,,,,,16.09,,,,,19.10,72301.36538,0,#VALUE!
10/13/15,14.70,0.426,,34.00,17.14,0.35,10.20,,22.90,20.27,76730.29719,782.6490313,1757.123806
10/14/15,,,,,16.33,,,,,19.38,73361.28068,0,#VALUE!
10/15/15,9.38,,,,16.93,0.33,11.10,,,19.92,75405.40306,836.9999739,#VALUE!
10/16/15,,,,,16.76,,,,,19.69,74534.75834,0,#VALUE!
10/17/15,,,,,18.33,,,,,21.23,80364.29251,0,#VALUE!
10/18/15,,,,,19.15,,,,,21.97,83165.49725,0,#VALUE!
10/19/15,,,,,18.54,,,,,21.11,79910.0431,0,#VALUE!
10/20/15,9.25,0.97,,34.90,17.99,0.32,7.87,,20.50,20.74,78509.44073,617.8692986,1609.443535
10/21/15,,,,,18.07,,,,,21.04,79645.06427,0,#VALUE!
10/22/15,12.90,,,,17.10,0.34,8.73,,,19.96,75556.81953,659.6110345,#VALUE!
10/23/15,,,,,18.29,,,,,21.30,80629.27134,0,#VALUE!
10/24/15,,,,,17.89,,,,,20.90,79115.10662,0,#VALUE!
10/25/15,,,,,17.58,,,,,20.35,77033.13013,0,#VALUE!
10/26/15,,,,,19.29,,,,,21.57,81651.33253,0,#VALUE!
10/27/15,6.57,0.804,,23.90,32.45,0.24,12.30,,20.30,36.02,136350.533,1677.111556,2767.915821
10/28/15,,,,,19.18,,,,,22.70,85928.84786,0,#VALUE!
10/29/15,16.60,,15.80,,19.64,0.31,13.60,,,23.10,87443.01258,1189.224971,#VALUE!
10/30/15,,,,,19.67,,,,,16.06,60793.71351,0,#VALUE!
10/31/15,,,,,26.04,,,,,30.01,113600.2081,0,#VALUE!
11/1/15,,,,,19.37,,,,,21.46,81234.93723,0,#VALUE!
11/2/15,,,,,18.80,,,,,22.53,85285.32785,0,#VALUE!
11/3/15,10.20,0.747,17.90,33.70,19.31,<0.12,11.50,3.75,20.60,22.25,84225.41255,968.5922443,1735.043499
11/4/15,,,,,19.47,,,,,22.37,84679.66197,0,#VALUE!
11/5/15,11.50,,,,20.32,0.47,10.40,,,23.73,89827.82201,934.2093489,#VALUE!
11/6/15,,,,,18.56,,,,,21.70,82143.43606,0,#VALUE!
11/7/15,,,,,18.85,,,,,22.10,83657.60078,0,#VALUE!
11/8/15,,,,,18.47,,,,,21.54,81537.77017,0,#VALUE!
11/9/15,,,,,17.18,,,,,22.26,84263.26667,0,#VALUE!
11/10/15,13.00,0.48,,35.50,17.43,0.40,8.00,,26.20,20.01,75746.09012,605.9687209,1984.547561
11/11/15,,,,,22.49,,,,,25.44,96300.87619,0,#VALUE!
11/12/15,16.90,,,,19.06,0.41,7.26,,,22.25,84225.41255,611.4764951,#VALUE!
11/13/15,,,,,18.20,,,,,21.30,80629.27134,0,#VALUE!
11/14/15,,,,,18.74,,,,,21.78,82446.269,0,#VALUE!
11/15/15,,,,,18.55,,,,,21.20,80250.73016,0,#VALUE!
11/16/15,,,,,27.87,,,,,29.65,112237.4599,0,#VALUE!
11/17/15,5.23,<0.3,,16.90,43.50,0.76,4.95,,15.00,48.52,183668.1805,909.1574937,2755.022708
11/18/15,,,,,23.12,,,,,27.51,104136.6786,0,#VALUE!
11/19/15,12.60,,,,20.54,1.45,2.97,,,23.19,87783.69964,260.7175879,#VALUE!
11/20/15,,,,,22.04,,,,,23.90,90471.34202,0,#VALUE!
11/21/15,,,,,32.66,,,,,36.46,138016.1142,0,#VALUE!
11/22/15,,,,,23.10,,,,,25.82,97739.33268,0,#VALUE!
11/23/15,,,,,21.68,,,,,25.04,94786.71147,0,#VALUE!
11/24/15,10.90,<0.3,,26.20,20.58,0.37,2.81,,19.40,24.07,91114.86203,256.0327623,1767.628323
11/25/15,,,,,21.92,,3.22,,,25.00,94635.295,304.7256499,#VALUE!
11/26/15,12.90,,20.00,,27.19,0.38,,,,28.69,108603.4645,0,#VALUE!
11/27/15,,,,,48.98,,,,,54.35,205737.1313,0,#VALUE!
11/28/15,,,,,28.90,,,,,32.93,124653.6106,0,#VALUE!
11/29/15,,,,,28.96,,,,,32.50,123025.8835,0,#VALUE!
11/30/15,,,,,37.15,,,,,40.54,153460.5944,0,#VALUE!
12/1/15,13.70,0.931,10.00,27.10,30.35,0.14,6.51,2.53,18.30,33.69,127530.5235,830.2237083,2333.808581
12/2/15,,,,,25.94,,,,,29.70,112426.7305,0,#VALUE!
12/3/15,8.46,,,,24.38,0.22,6.86,,,27.38,103644.5751,711.0017851,#VALUE!
12/4/15,,,,,23.76,,,,,26.29,99518.47622,0,#VALUE!
12/5/15,,,,,23.87,,,,,26.83,101562.5986,0,#VALUE!
12/6/15,,,,,23.18,,,,,26.74,101221.9115,0,#VALUE!
